"site","date","flux"
"X9",2013-04-15,94.810048101
"X9",2013-05-14,45.639520199
"X9",2013-06-10,98.385101013
"X9",2013-06-19,33.119318179
"X9",2013-06-29,13.450757574
"X9",2013-07-01,17.299873737
"X9",2013-07-02,27.197601009
"X9",2013-07-03,17.511363636
"X9",2013-07-20,34.436352126
"X9",2013-07-21,15.997730628
"X9",2013-07-22,47.663341773
"X9",2013-07-26,36.21754275
"X9",2013-07-28,24.507863624
"X9",2013-08-18,87.34431075
"X9",2013-09-21,23.716223347
"X9",2013-10-27,206.933198357
"X9",2013-10-28,27.94787449
"X9",2014-02-19,90.257347717
"X9",2014-03-10,110.949879315
"X9",2014-03-17,19.176132332
"X9",2014-03-29,135.07660309
"X9",2014-05-10,22.336886192
"X9",2014-05-18,35.264139226
"X9",2014-06-10,161.63463313
"X9",2014-07-17,13.818181818
"X9",2014-07-19,140.18445323
"X9",2014-07-20,15.870882742
"X9",2014-10-25,302.799821539
"X9",2014-10-31,59.588391084
"X9",2014-11-22,356.71706029
"X9",2014-11-28,135.72169499
"X9",2014-11-29,31.863826972
"X9",2014-11-30,11.240344295
"X9",2014-12-03,11.198527418
"X9",2014-12-10,103.066791505
"X9",2014-12-11,332.351597988
"X9",2014-12-24,19.853928012
"X9",2014-12-29,44.65379922
"X9",2015-02-05,95.048242128
"X9",2015-02-06,215.020827578
"X9",2015-02-08,32.454626167
"X9",2015-04-05,34.393566434
"X9",2015-04-14,362.617406535
"X9",2015-04-25,111.467728522
"X9",2015-05-07,10.203105361
"X9",2015-05-11,47.662393591
"X9",2015-05-12,76.403535458
"X9",2015-05-13,36.788661589
"X9",2015-05-31,51.28530979
"X9",2015-06-30,13.812695747
"X9",2015-07-01,21.389186441
"X9",2015-07-16,31.590864697
"X9",2015-08-07,83.80662071
"X9",2015-08-08,28.467223797
"X9",2015-09-15,56.887100179
"X9",2015-09-16,26.254803427
"X9",2015-11-24,88.038979509
"X9",2015-12-03,89.766270783
"X9",2015-12-06,43.058904291
"X9",2015-12-10,277.230251972
"X9",2015-12-13,120.540256418
